round,state,lga,settlements,u5,missed_u5_round,covered_u5_round,coverage_round,missed_rate
5,Jigawa,Gagarawa,299,33992,7349,26643,0.7838020710755472,0.2161979289244528
5,Jigawa,Garki,447,45753,5181,40572,0.8867615238345027,0.11323847616549734
5,Jigawa,Gumel,258,26081,6117,19964,0.7654614470304053,0.23453855296959472
5,Jigawa,Guri,484,25926,6615,19311,0.7448507289979172,0.25514927100208284
5,Jigawa,Gwaram,658,96879,30294,66585,0.687300653392376,0.31269934660762394
5,Jigawa,Gwiwa,383,29849,4096,25753,0.8627759723943851,0.13722402760561492
5,Jigawa,Hadejia,127,35609,11501,24108,0.6770198545311579,0.32298014546884213
5,Jigawa,Jahun,852,53868,12814,41054,0.7621222246974085,0.23787777530259152
5,Jigawa,Kafin Hausa,898,50409,11953,38456,0.7628796445079252,0.23712035549207483
5,Jigawa,Kaugama,375,38848,9949,28899,0.7438992998352554,0.2561007001647446
5,Jigawa,Kazaure,324,50145,12780,37365,0.7451390966198026,0.2548609033801974
5,Jigawa,Kiri Kasama,513,41652,11265,30387,0.7295447997695189,0.27045520023048114
5,Jigawa,Kiyawa,744,47390,11776,35614,0.7515087571217557,0.24849124287824437
5,Jigawa,Maigatari,356,34408,6789,27619,0.8026912345966054,0.19730876540339456
5,Jigawa,Malam Madori,508,35915,10583,25332,0.7053320339690937,0.2946679660309063
5,Jigawa,Miga,396,35585,9320,26265,0.7380918926513981,0.2619081073486019
5,Jigawa,Ringim,472,61143,16516,44627,0.7298791357964117,0.27012086420358833
5,Jigawa,Roni,295,64903,10623,54280,0.8363249772737777,0.1636750227262222
5,Jigawa,Sule Tankarkar,699,47801,11771,36030,0.7537499215497584,0.24625007845024163
5,Jigawa,Taura,296,45522,10065,35457,0.7788981151970475,0.22110188480295243
5,Jigawa,Yankwashi,259,17748,3418,14330,0.8074149199909849,0.1925850800090151
5,Kano,Ajingi,406,41271,12777,28494,0.6904121538126045,0.3095878461873955
5,Kano,Albasu,760,43495,9437,34058,0.7830325324749972,0.21696746752500287
5,Kano,Bagwai,633,45911,10753,35158,0.765785977216789,0.234214022783211
5,Kano,Bebeji,870,49261,13542,35719,0.7250969326647855,0.27490306733521447
5,Kano,Bichi,871,67793,15781,52012,0.7672178543507442,0.2327821456492558
5,Kano,Bunkure,622,37446,8216,29230,0.7805907172995781,0.21940928270042195
5,Kano,Dala,1203,39358,6149,33209,0.8437674678591391,0.1562325321408608
5,Kano,Dambatta,744,51181,12123,39058,0.7631347570387449,0.23686524296125516
5,Kano,Dawakin Kudu,854,62046,14055,47991,0.7734745189053283,0.2265254810946717
5,Kano,Dawakin Tofa,1062,54684,11238,43446,0.7944919903445249,0.20550800965547508
5,Kano,Doguwa,828,52337,12310,40027,0.7647935494965321,0.23520645050346792
5,Kano,Fagge,928,48454,7207,41247,0.8512609898047633,0.14873901019523672
5,Kano,Gabasawa,870,43901,10984,32917,0.7498006879114371,0.2501993120885629
5,Kano,Garko,611,37590,8909,28681,0.7629954775206171,0.2370045224793828
5,Kano,Garum Mallam,524,29702,5754,23948,0.8062756716719413,0.19372432832805872
5,Kano,Gaya,875,38112,10361,27751,0.7281433669185559,0.27185663308144414
5,Kano,Gezawa,793,58005,13074,44931,0.7746056374450478,0.22539436255495215
5,Kano,Gwale,1198,70170,16543,53627,0.7642439789083654,0.2357560210916346
5,Kano,Gwarzo,725,51625,12803,38822,0.752,0.248
5,Kano,Kabo,456,34194,6084,28110,0.8220740480786103,0.1779259519213897
5,Kano,Kano Municipal,901,22240,2966,19274,0.86663669064748206,0.13336330935251797
5,Kano,Karaye,536,47854,14392,33462,0.6992518911689722,0.3007481088310277
5,Kano,Kibiya,593,37994,9487,28507,0.7503026793704269,0.2496973206295731
5,Kano,Kiru,741,65039,16963,48076,0.7391872568766432,0.2608127431233568
5,Kano,Kumbotso,2379,65409,15524,49885,0.7626626305248513,0.2373373694751487
5,Kano,Kunchi,161,26914,6601,20313,0.7547373114364271,0.24526268856357286
5,Kano,Kura,438,33025,10029,22996,0.69632096896290685,0.3036790310370931
5,Kano,Madobi,937,57164,11946,45218,0.7910223217409559,0.20897767825904415
5,Kano,Makoda,191,28177,6799,21378,0.7587039074422401,0.24129609255775988
5,Kano,Minjibir,915,60297,15480,44817,0.7432708094930096,0.2567291905069904
5,Kano,Nassarawa,1654,70341,14712,55629,0.7908474431697019,0.20915255683029813
5,Kano,Rano,504,33938,10023,23915,0.7046673345512405,0.2953326654487595
5,Kano,Rimin Gado,170,20634,4105,16529,0.8010565086750024,0.19894349132499758
5,Kano,Rogo,1036,44167,10943,33224,0.7522358321823986,0.24776416781760138
5,Kano,Shanono,453,35073,5582,29491,0.8408462349955806,0.15915376500441936
5,Kano,Sumaila,931,44190,12225,31965,0.7233536999321113,0.27664630006788865
5,Kano,Takai,679,36240,8847,27393,0.7558774834437086,0.24412251655629139
5,Kano,Tarauni,1030,38389,5179,33210,0.8650915626872281,0.13490843731277188
5,Kano,Tofa,440,26869,7342,19527,0.7267482972942797,0.27325170270572036
5,Kano,Tsanyawa,376,36552,7695,28857,0.7894780039395929,0.21052199606040709
5,Kano,Tudun Wada,644,55622,13753,41869,0.7527417209018015,0.24725827909819856
5,Kano,Ungogo,2515,106115,25612,80503,0.75863921217547,0.24136078782453
5,Kano,Warawa,611,36143,9472,26671,0.7379298896051795,0.2620701103948206
5,Kano,Wudil,536,45593,16290,29303,0.6427083104862589,0.35729168951374113
5,Katsina,Bakori,978,76063,17716,58347,0.7670878087900819,0.2329121912099181
5,Katsina,Batagarawa,376,50012,16571,33441,0.6686595217147885,0.33134047828521157
5,Katsina,Batsari,643,51740,16036,35704,0.6900657131812911,0.30993428681870894
5,Katsina,Baure,536,59990,16863,43127,0.7189031505250875,0.2810968494749125
5,Katsina,Bindawa,480,48296,14003,34293,0.7100588040417426,0.2899411959582574
5,Katsina,Charanchi,301,46938,15480,31458,0.6702032468362521,0.3297967531637479
5,Katsina,Dan Musa,475,45182,13218,31964,0.7074498694170245,0.2925501305829755
5,Katsina,Dandume,599,69858,16724,53134,0.7606000744367145,0.23939992556328551
5,Katsina,Danja,718,66207,23444,42763,0.6458984699503074,0.35410153004969264
5,Katsina,Daura,373,32797,8493,24304,0.7410433881147666,0.2589566118852334
5,Katsina,Dutsi,456,34700,9526,25174,0.7254755043227665,0.2745244956772334
5,Katsina,Dutsin Ma,904,66644,17760,48884,0.7335093931936858,0.26649060680631415
5,Katsina,Faskari,509,35487,7467,28020,0.7895849184208301,0.21041508157916983
5,Katsina,Funtua,849,129995,42288,87707,0.6746951805838686,0.3253048194161314
5,Katsina,Ingawa,490,49198,13216,35982,0.7313711939509736,0.2686288060490264
5,Katsina,Jibia,681,47995,13731,34264,0.7139076987186165,0.28609230128138347
5,Katsina,Kafur,613,71246,17952,53294,0.7480279594643909,0.251972040535609
5,Katsina,Kaita,338,53907,11272,42635,0.790899141113399,0.209100858886601
5,Katsina,Kankara,752,44621,12014,32607,0.7307545774411152,0.26924542255888484
5,Katsina,Kankia,603,55356,15387,39969,0.7220355517017125,0.2779644482982874
5,Katsina,Katsina,1515,88119,22986,65133,0.7391481973240731,0.2608518026759269
5,Katsina,Kurfi,400,35670,9380,26290,0.7370339220633586,0.26296607793664145
5,Katsina,Kusada,452,35616,10866,24750,0.6949123989218329,0.3050876010781671
5,Katsina,Mai'adua,513,35182,7837,27345,0.7772440452504121,0.22275595474958787
5,Katsina,Malumfashi,734,72494,16676,55818,0.7699671696968025,0.23003283030319752
5,Katsina,Mani,814,56021,16672,39349,0.7023973152924796,0.2976026847075204
5,Katsina,Mashi,703,53020,15692,37328,0.7040362127499057,0.2959637872500943
5,Katsina,Matazu,663,33660,10203,23457,0.6968805704099822,0.3031194295900178
5,Katsina,Musawa,440,43902,12567,31335,0.7137488041547082,0.2862511958452918
5,Katsina,Rimi,466,50143,13282,36861,0.7351175637676246,0.2648824362323754
5,Katsina,Sabuwa,352,41943,13516,28427,0.6777531411677753,0.3222468588322247
5,Katsina,Safana,346,58722,14930,43792,0.7457511665134021,0.2542488334865979
5,Katsina,Sandamu,384,33600,8284,25316,0.753452380952381,0.24654761904761904
5,Katsina,Zango,414,35271,10272,24999,0.7087692438547248,0.29123075614527516
5,Kebbi,Aleiro,139,19958,5168,14790,0.7410562180579217,0.25894378194207834
5,Kebbi,Arewa Dandi,896,30737,10555,20182,0.6566027914240167,0.3433972085759833
5,Kebbi,Argungu,757,19626,5525,14101,0.7184856822582288,0.2815143177417711
5,Kebbi,Augie,461,21740,5395,16345,0.7518399264029438,0.2481600735970561
5,Kebbi,Bagudo,1041,42807,11960,30847,0.720606442871493,0.279393557128507
5,Kebbi,Bagudu,3,21,10,11,0.5238095238095238,0.47619047619047616
5,Kebbi,Birnin Kebbi,743,51390,15207,36183,0.7040863981319323,0.2959136018680677
5,Kebbi,Bunza,711,26175,7916,18259,0.6975740210124164,0.30242597898758355
5,Kebbi,Dandi,428,32335,8416,23919,0.7397247564558528,0.2602752435441472
5,Kebbi,Fakai,825,27516,5905,21611,0.785397586858555,0.214602413141445
5,Kebbi,Gwandu,566,39622,10752,28870,0.7286356064812478,0.2713643935187522
5,Kebbi,Jega,681,28271,9245,19026,0.6729864525485479,0.327013547451452
5,Kebbi,Kalgo,485,20293,6045,14248,0.7021140294682896,0.29788597053171045
5,Kebbi,Koko-Besse,756,50019,15568,34451,0.6887582718566945,0.31124172814330553
5,Kebbi,Maiyama,458,44627,14880,29747,0.6665695655096691,0.33343043449033094
5,Kebbi,Ngaski,574,30978,8085,22893,0.7390083284911872,0.2609916715088127
5,Kebbi,Sakaba,613,32025,4545,27480,0.8580796252927401,0.14192037470725996
5,Kebbi,Shanga,406,41213,12111,29102,0.7061364132676583,0.29386358673234175
5,Kebbi,Suru,649,30260,9293,20967,0.6928949107732981,0.30710508922670193
5,Kebbi,Wasagu-Danko,1249,57675,17314,40361,0.6998006068487213,0.3001993931512787
5,Kebbi,Yauri,499,26482,6426,20056,0.7573446114341817,0.24265538856581828
5,Kebbi,Zuru,650,12510,4181,8329,0.6657873701039169,0.33421262989608314
5,Sokoto,Binji,291,15558,5203,10355,0.6655739812315208,0.3344260187684792
5,Sokoto,Bodinga,585,35609,11749,23860,0.6700553230924766,0.3299446769075234
5,Sokoto,Dange Shuni,568,36038,11645,24393,0.6768688606470947,0.32313113935290527
5,Sokoto,Gada,862,56218,16033,40185,0.714806645558362,0.2851933544416379
5,Sokoto,Goronyo,517,60627,13704,46923,0.7739620960957989,0.2260379039042011
5,Sokoto,Gudu,355,11947,3485,8462,0.7082949694483971,0.2917050305516029
5,Sokoto,Gwadabawa,536,33493,9763,23730,0.7085062550383662,0.29149374496163377
5,Sokoto,Illela,426,28375,7836,20539,0.7238414096916299,0.27615859030837003
5,Sokoto,Isa,427,37156,8053,29103,0.7832651523307137,0.21673484766928625
5,Sokoto,Kebbe,344,18763,5629,13134,0.6999946703618825,0.30000532963811755
5,Sokoto,Kware,621,59832,19784,40048,0.6693408209653697,0.3306591790346303
5,Sokoto,Rabah,326,31591,8893,22698,0.7184957741128802,0.28150422588711976
5,Sokoto,Sabon Birni,558,43901,10310,33591,0.7651534133618824,0.23484658663811758
5,Sokoto,Shagari,370,34260,8119,26141,0.7630180969060129,0.23698190309398715
5,Sokoto,Silame,373,19515,6107,13408,0.6870612349474763,0.3129387650525237
5,Sokoto,Sokoto North,328,32810,10067,22743,0.6931728131667174,0.30682718683328253
5,Sokoto,Sokoto South,434,29216,8103,21113,0.7226519715224534,0.2773480284775465
5,Sokoto,Tambuwal,578,41782,13976,27806,0.6655018907663587,0.33449810923364126
5,Sokoto,Tangaza,476,6916,2098,4818,0.6966454598033546,0.3033545401966455
5,Sokoto,Tureta,251,25926,6792,19134,0.738023605646841,0.261976394353159
5,Sokoto,Wamakko,631,48632,15296,33336,0.6854745846356308,0.3145254153643691
5,Sokoto,Wurno,399,30662,9644,21018,0.6854738764594612,0.31452612354053877
5,Sokoto,Yabo,406,26731,9341,17390,0.6505555347723617,0.34944446522763833
5,Zamfara,Anka,330,37457,9826,27631,0.7376725311690738,0.2623274688309261
5,Zamfara,Bakura,437,43388,14813,28575,0.6585922374850189,0.3414077625149811
5,Zamfara,Birnin_magaji-Kiyaw,673,70761,18346,52415,0.7407328895860714,0.2592671104139286
5,Zamfara,Bukkuyum,612,49602,16313,33289,0.6711221321720898,0.3288778678279102
5,Zamfara,Bungudu,549,57777,18913,38864,0.6726552088201188,0.32734479117988124
5,Zamfara,Gummi,569,62442,16404,46038,0.7372922071682522,0.2627077928317479
5,Zamfara,Gusau,930,106956,34620,72336,0.676315494221923,0.32368450577807695
5,Zamfara,Kaura Namoda,598,80447,27660,52787,0.6561711437343841,0.3438288562656159
5,Zamfara,Maradun,388,41876,10996,30880,0.737415225905053,0.26258477409494696
5,Zamfara,Maru,912,51588,16376,35212,0.6825618360859115,0.3174381639140885
5,Zamfara,Shinkafi,284,54110,15893,38217,0.7062834965810386,0.2937165034189614
5,Zamfara,Talata Mafara,702,63854,14732,49122,0.7692861841074953,0.23071381589250478
5,Zamfara,Tsafe,558,70504,17534,52970,0.7513048905026665,0.24869510949733348
5,Zamfara,Zurmi,851,61733,12659,49074,0.7949394975134855,0.2050605024865145
6,Jigawa,Auyo,283,29019,5457,23562,0.81195079086116,0.18804920913884007
6,Jigawa,Babura,590,68811,14434,54377,0.7902370260568804,0.20976297394311955
6,Jigawa,Birnin Kudu,741,84417,18320,66097,0.7829821007616949,0.21701789923830508
6,Jigawa,Birniwa,810,39308,10592,28716,0.7305383128116414,0.2694616871883586
6,Jigawa,Buji,341,29635,8383,21252,0.7171250210899275,0.28287497891007257
6,Jigawa,Dutse,709,66651,16032,50619,0.7594634739163704,0.24053652608362966
6,Jigawa,Gagarawa,299,33992,6598,27394,0.8058955048246647,0.19410449517533537
6,Jigawa,Garki,447,45753,4767,40986,0.8958101108124057,0.10418988918759425
6,Jigawa,Gumel,258,26081,5628,20453,0.7842107281162533,0.2157892718837468
6,Jigawa,Guri,484,25926,6084,19842,0.7653320990511455,0.23466790094885442
6,Jigawa,Gwaram,658,96879,27428,69451,0.7168839480176302,0.2831160519823698
6,Jigawa,Gwiwa,383,29849,3902,25947,0.8692753526081276,0.13072464739187242
6,Jigawa,Hadejia,127,35609,10588,25021,0.7026594400292061,0.2973405599707939
6,Jigawa,Jahun,852,53868,11835,42033,0.7802962797950546,0.2197037202049454
6,Jigawa,Kafin Hausa,898,50409,10856,39553,0.7846416314547006,0.21535836854529944
6,Jigawa,Kaugama,375,38848,9134,29714,0.7648785008237232,0.23512149917627678
6,Jigawa,Kazaure,324,50145,11668,38477,0.7673147871173597,0.23268521288264035
6,Jigawa,Kiri Kasama,513,41652,10396,31256,0.7504081436665706,0.24959185633342937
6,Jigawa,Kiyawa,744,47390,10639,36751,0.7755011605824014,0.22449883941759866
6,Jigawa,Maigatari,356,34408,6412,27996,0.8136479888398047,0.1863520111601953
6,Jigawa,Malam Madori,508,35915,9797,26118,0.7272170402338856,0.27278295976611444
6,Jigawa,Miga,396,35585,8613,26972,0.7579598145285935,0.2420401854714065
6,Jigawa,Ringim,472,61143,15209,45934,0.7512552540765092,0.24874474592349083
6,Jigawa,Roni,295,64903,9874,55029,0.8478652758732262,0.1521347241267738
6,Jigawa,Sule Tankarkar,699,47801,10471,37330,0.7809460053136964,0.21905399468630363
6,Jigawa,Taura,296,45522,9047,36475,0.801260928781688,0.19873907121831202
6,Jigawa,Yankwashi,259,17748,3104,14644,0.8251070543159793,0.17489294568402072
6,Kano,Ajingi,406,41271,11827,29444,0.7134307382908095,0.28656926170919045
6,Kano,Albasu,760,43495,8558,34937,0.8032417519255087,0.19675824807449133
6,Kano,Bagwai,633,45911,9617,36294,0.7905295027335497,0.2094704972664503
6,Kano,Bebeji,870,49261,12378,36883,0.7487261728344938,0.25127382716550617
6,Kano,Bichi,871,67793,14011,53782,0.7933267446491525,0.20667325535084743
6,Kano,Bunkure,622,37446,7284,30162,0.805479891043102,0.19452010895689795
6,Kano,Dala,1203,39358,5560,33798,0.8587326591798363,0.14126734082016362
6,Kano,Dambatta,744,51181,11087,40094,0.7833766436763643,0.21662335632363572
6,Kano,Dawakin Kudu,854,62046,12925,49121,0.7916868130097025,0.20831318699029752
6,Kano,Dawakin Tofa,1062,54684,10123,44561,0.8148818667251847,0.1851181332748153
6,Kano,Doguwa,828,52337,11150,41187,0.7869576016966964,0.2130423983033036
6,Kano,Fagge,928,48454,6532,41922,0.8651917282370909,0.13480827176290916
6,Kano,Gabasawa,870,43901,10040,33861,0.7713036149518234,0.22869638504817658
6,Kano,Garko,611,37590,8157,29433,0.783000798084597,0.21699920191540303
6,Kano,Garum Mallam,524,29702,5386,24316,0.8186654097367181,0.18133459026328194
6,Kano,Gaya,875,38112,9356,28756,0.7545130142737195,0.24548698572628044
6,Kano,Gezawa,793,58005,11741,46264,0.7975864149642272,0.20241358503577278
6,Kano,Gwale,1198,70170,15198,54972,0.7834117144078666,0.2165882855921334
6,Kano,Gwarzo,725,51625,11863,39762,0.7702082324455206,0.22979176755447941
6,Kano,Kabo,456,34194,5552,28642,0.837632333157864,0.16236766684213605
6,Kano,Kano Municipal,901,22240,2675,19565,0.8797212230215827,0.12027877697841727
6,Kano,Karaye,536,47854,12922,34932,0.7299703264094956,0.27002967359050445
6,Kano,Kibiya,593,37994,8831,29163,0.767568563457388,0.232431436542612
6,Kano,Kiru,741,65039,15863,49176,0.7561001860422208,0.24389981395777918
6,Kano,Kumbotso,2379,65409,14293,51116,0.7814826705805011,0.21851732941949883
6,Kano,Kunchi,161,26914,5754,21160,0.7862079215278294,0.2137920784721706
6,Kano,Kura,438,33025,9069,23956,0.7253898561695685,0.2746101438304315
6,Kano,Madobi,937,57164,10609,46555,0.8144111678678889,0.1855888321321111
6,Kano,Makoda,191,28177,6162,22015,0.7813109983319729,0.21868900166802713
6,Kano,Minjibir,915,60297,14535,45762,0.7589432310065177,0.24105676899348227
6,Kano,Nassarawa,1654,70341,13433,56908,0.8090302952758704,0.1909697047241296
6,Kano,Rano,504,33938,9102,24836,0.7318050562790972,0.2681949437209028
6,Kano,Rimin Gado,170,20634,3522,17112,0.829310846176214,0.170689153823786
6,Kano,Rogo,1036,44167,9945,34222,0.7748318880612222,0.2251681119387778
6,Kano,Shanono,453,35073,5119,29954,0.8540472728309526,0.14595272716904742
6,Kano,Sumaila,931,44190,11372,32818,0.7426567096628196,0.25734329033718034
6,Kano,Takai,679,36240,8173,28067,0.7744757174392936,0.2255242825607064
6,Kano,Tarauni,1030,38389,4725,33664,0.8769178670973456,0.1230821329026544
6,Kano,Tofa,440,26869,6683,20186,0.7512747031895493,0.24872529681045072
6,Kano,Tsanyawa,376,36552,7136,29416,0.8047712847450208,0.1952287152549792
6,Kano,Tudun Wada,644,55622,12774,42848,0.7703426701664808,0.2296573298335191
6,Kano,Ungogo,2515,106115,23359,82756,0.7798708947839608,0.2201291052160392
6,Kano,Warawa,611,36143,8550,27593,0.763439670198932,0.23656032980106798
6,Kano,Wudil,536,45593,14664,30929,0.6783716798631368,0.3216283201368631
6,Katsina,Bakori,978,76063,15987,60076,0.7898189658572499,0.21018103414275008
6,Katsina,Batagarawa,376,50012,15075,34937,0.6985723426377669,0.30142765736223304
6,Katsina,Batsari,643,51740,14590,37150,0.7180131426362583,0.2819868573637418
6,Katsina,Baure,536,59990,15274,44716,0.7453908984830805,0.2546091015169195
6,Katsina,Bindawa,480,48296,12785,35511,0.7352782839158523,0.26472171608414774
6,Katsina,Charanchi,301,46938,14285,32653,0.6956623631173037,0.3043376368826963
6,Katsina,Dan Musa,475,45182,12427,32755,0.7249568412199549,0.27504315878004515
6,Katsina,Dandume,599,69858,15594,54264,0.7767757450828824,0.2232242549171176
6,Katsina,Danja,718,66207,21701,44506,0.6722249913151177,0.32777500868488224
6,Katsina,Daura,373,32797,8049,24748,0.7545812116961917,0.24541878830380828
6,Katsina,Dutsi,456,34700,8882,25818,0.7440345821325648,0.25596541786743515
6,Katsina,Dutsin Ma,904,66644,16105,50539,0.7583428365644319,0.2416571634355681
6,Katsina,Faskari,509,35487,6673,28814,0.811959309042748,0.18804069095725195
6,Katsina,Funtua,849,129995,38716,91279,0.7021731605061733,0.2978268394938267
6,Katsina,Ingawa,490,49198,11972,37226,0.7566567746656369,0.24334322533436317
6,Katsina,Jibia,681,47995,12298,35697,0.7437649755182831,0.25623502448171687
6,Katsina,Kafur,613,71246,16188,55058,0.7727872441961654,0.2272127558038346
6,Katsina,Kaita,338,53907,10344,43563,0.8081139740664478,0.19188602593355222
6,Katsina,Kankara,752,44621,11078,33543,0.7517312476188341,0.24826875238116583
6,Katsina,Kankia,603,55356,14089,41267,0.7454837777296047,0.2545162222703953
6,Katsina,Katsina,1515,88119,20992,67127,0.7617766883419013,0.2382233116580987
6,Katsina,Kurfi,400,35670,8750,26920,0.7546958228202971,0.24530417717970282
6,Katsina,Kusada,452,35616,9844,25772,0.723607367475292,0.27639263252470797
6,Katsina,Mai'adua,513,35182,7253,27929,0.7938434426695469,0.20615655733045307
6,Katsina,Malumfashi,734,72494,14873,57621,0.7948381935056694,0.20516180649433058
6,Katsina,Mani,814,56021,15123,40898,0.7300476606986666,0.26995233930133344
6,Katsina,Mashi,703,53020,14361,38659,0.7291399471897397,0.27086005281026027
6,Katsina,Matazu,663,33660,9474,24186,0.7185383244206773,0.2814616755793226
6,Katsina,Musawa,440,43902,11148,32754,0.7460707940412737,0.25392920595872626
6,Katsina,Rimi,466,50143,12222,37921,0.7562571046806135,0.24374289531938656
6,Katsina,Sabuwa,352,41943,12400,29543,0.704360679970436,0.29563932002956395
6,Katsina,Safana,346,58722,13752,44970,0.7658117911515275,0.23418820884847247
6,Katsina,Sandamu,384,33600,7431,26169,0.7788392857142857,0.2211607142857143
6,Katsina,Zango,414,35271,9230,26041,0.7383119276459414,0.26168807235405855
6,Kebbi,Aleiro,139,19958,4680,15278,0.7655075658883655,0.23449243411163442
6,Kebbi,Arewa Dandi,896,30737,9468,21269,0.691967335784234,0.30803266421576603
6,Kebbi,Argungu,757,19626,5033,14593,0.7435544685621115,0.2564455314378885
6,Kebbi,Augie,461,21740,4964,16776,0.7716651333946642,0.22833486660533578
6,Kebbi,Bagudo,1041,42807,11005,31802,0.7429158782442123,0.2570841217557876
6,Kebbi,Bagudu,3,21,4,17,0.8095238095238095,0.19047619047619047
6,Kebbi,Birnin Kebbi,743,51390,13775,37615,0.7319517415839657,0.26804825841603425
6,Kebbi,Bunza,711,26175,7072,19103,0.7298185291308501,0.27018147086914995
6,Kebbi,Dandi,428,32335,7679,24656,0.7625173960105149,0.2374826039894851
6,Kebbi,Fakai,825,27516,5448,22068,0.8020061055385957,0.19799389446140428
6,Kebbi,Gwandu,566,39622,9664,29958,0.7560950986825501,0.2439049013174499
6,Kebbi,Jega,681,28271,8518,19753,0.6987018499522479,0.3012981500477521
6,Kebbi,Kalgo,485,20293,5401,14892,0.7338491105307249,0.2661508894692751
6,Kebbi,Koko-Besse,756,50019,13884,36135,0.7224254783182391,0.27757452168176094
6,Kebbi,Maiyama,458,44627,13236,31391,0.7034082506106168,0.2965917493893831
6,Kebbi,Ngaski,574,30978,7426,23552,0.7602814900897411,0.2397185099102589
6,Kebbi,Sakaba,613,32025,4048,27977,0.8735987509758002,0.12640124902419986
6,Kebbi,Shanga,406,41213,11203,30010,0.7281682964113265,0.2718317035886735
6,Kebbi,Suru,649,30260,8413,21847,0.7219762062128222,0.2780237937871778
6,Kebbi,Wasagu-Danko,1249,57675,16003,41672,0.722531426094495,0.277468573905505
6,Kebbi,Yauri,499,26482,5855,20627,0.7789064270070236,0.22109357299297636
6,Kebbi,Zuru,650,12510,3821,8689,0.6945643485211831,0.30543565147881696
6,Sokoto,Binji,291,15558,4954,10604,0.6815786090757167,0.31842139092428334
6,Sokoto,Bodinga,585,35609,10871,24738,0.6947120110084529,0.3052879889915471
6,Sokoto,Dange Shuni,568,36038,10796,25242,0.7004273267106943,0.29957267328930576
6,Sokoto,Gada,862,56218,14665,41553,0.7391404888114127,0.2608595111885873
6,Sokoto,Goronyo,517,60627,12479,48148,0.7941676150889867,0.20583238491101324
6,Sokoto,Gudu,355,11947,3072,8875,0.7428643174018582,0.2571356825981418
6,Sokoto,Gwadabawa,536,33493,9006,24487,0.7311079927148957,0.2688920072851044
6,Sokoto,Illela,426,28375,7085,21290,0.7503083700440528,0.24969162995594713
6,Sokoto,Isa,427,37156,7382,29774,0.8013241468403488,0.1986758531596512
6,Sokoto,Kebbe,344,18763,5017,13746,0.732612055641422,0.26738794435857804
6,Sokoto,Kware,621,59832,18075,41757,0.6979041315683915,0.3020958684316085
6,Sokoto,Rabah,326,31591,8124,23467,0.7428381501060428,0.25716184989395713
6,Sokoto,Sabon Birni,558,43901,9578,34323,0.7818272932279446,0.2181727067720553
6,Sokoto,Shagari,370,34260,7286,26974,0.78733216579101,0.21266783420899008
6,Sokoto,Silame,373,19515,5413,14102,0.7226236228542147,0.2773763771457853
6,Sokoto,Sokoto North,328,32810,9311,23499,0.716214568729046,0.28378543127095396
6,Sokoto,Sokoto South,434,29216,7285,21931,0.7506503285870756,0.2493496714129244
6,Sokoto,Tambuwal,578,41782,12907,28875,0.6910870709875065,0.3089129290124934
6,Sokoto,Tangaza,476,6916,1932,4984,0.7206477732793523,0.2793522267206478
6,Sokoto,Tureta,251,25926,6047,19879,0.7667592378307491,0.23324076216925094
6,Sokoto,Wamakko,631,48632,13892,34740,0.7143444645500905,0.2856555354499095
6,Sokoto,Wurno,399,30662,8773,21889,0.7138803731002544,0.2861196268997456
6,Sokoto,Yabo,406,26731,8524,18207,0.6811192996894991,0.3188807003105009
6,Zamfara,Anka,330,37457,9111,28346,0.756761086045332,0.243238913954668
6,Zamfara,Bakura,437,43388,12999,30389,0.7004010325435605,0.29959896745643955
6,Zamfara,Birnin_magaji-Kiyaw,673,70761,16701,54060,0.7639801585619197,0.2360198414380803
6,Zamfara,Bukkuyum,612,49602,14468,35134,0.7083182129752833,0.29168178702471675
6,Zamfara,Bungudu,549,57777,17590,40187,0.6955535939906884,0.30444640600931167
6,Zamfara,Gummi,569,62442,15053,47389,0.7589282854488966,0.24107171455110343
6,Zamfara,Gusau,930,106956,31505,75451,0.7054396200306668,0.2945603799693332
6,Zamfara,Kaura Namoda,598,80447,25250,55197,0.6861287555782067,0.3138712444217932
6,Zamfara,Maradun,388,41876,10290,31586,0.7542745247874678,0.24572547521253224
6,Zamfara,Maru,912,51588,14924,36664,0.7107079165697449,0.2892920834302551
6,Zamfara,Shinkafi,284,54110,14658,39452,0.7291073738680466,0.2708926261319534
6,Zamfara,Talata Mafara,702,63854,13528,50326,0.7881416982491308,0.21185830175086917
6,Zamfara,Tsafe,558,70504,15829,54675,0.7754879155792579,0.22451208442074208
6,Zamfara,Zurmi,851,61733,11697,50036,0.8105227350039687,0.1894772649960313
