round,state,lga,settlements,u5,missed_u5_round,covered_u5_round,coverage_round,missed_rate
3,Jigawa,Birnin Kudu,741,84417,24091,60326,0.7146190933105891,0.2853809066894109
3,Jigawa,Birniwa,810,39308,14118,25190,0.6408364709473898,0.3591635290526102
3,Jigawa,Buji,341,29635,11202,18433,0.6220010123165176,0.3779989876834824
3,Jigawa,Dutse,709,66651,21132,45519,0.6829454921906648,0.3170545078093352
3,Jigawa,Gagarawa,299,33992,8609,25383,0.7467345257707696,0.2532654742292304
3,Jigawa,Garki,447,45753,6073,39680,0.86726553450047,0.13273446549953008
3,Jigawa,Gumel,258,26081,7225,18856,0.722978413404394,0.277021586595606
3,Jigawa,Guri,484,25926,8029,17897,0.6903108848260433,0.30968911517395664
3,Jigawa,Gwaram,658,96879,36487,60392,0.6233755509449932,0.37662444905500675
3,Jigawa,Gwiwa,383,29849,5279,24570,0.8231431538745017,0.17685684612549835
3,Jigawa,Hadejia,127,35609,13891,21718,0.6099019910696734,0.3900980089303266
3,Jigawa,Jahun,852,53868,15622,38246,0.7099948021088587,0.2900051978911413
3,Jigawa,Kafin Hausa,898,50409,14029,36380,0.7216965224463885,0.27830347755361146
3,Jigawa,Kaugama,375,38848,12121,26727,0.6879890856672158,0.31201091433278416
3,Jigawa,Kazaure,324,50145,15341,34804,0.6940672051051949,0.30593279489480507
3,Jigawa,Kiri Kasama,513,41652,13547,28105,0.6747575146451551,0.3252424853548449
3,Jigawa,Kiyawa,744,47390,14082,33308,0.7028487022578603,0.2971512977421397
3,Jigawa,Maigatari,356,34408,8602,25806,0.75,0.25
3,Jigawa,Malam Madori,508,35915,12750,23165,0.6449951273841014,0.35500487261589864
3,Jigawa,Miga,396,35585,11114,24471,0.6876773921596178,0.3123226078403822
3,Jigawa,Ringim,472,61143,20422,40721,0.6659961074857301,0.3340038925142698
3,Jigawa,Roni,295,64903,13007,51896,0.799593239141488,0.20040676085851195
3,Jigawa,Sule Tankarkar,699,47801,14147,33654,0.7040438484550532,0.29595615154494676
3,Jigawa,Taura,296,45522,11999,33523,0.7364131628663064,0.2635868371336936
3,Jigawa,Yankwashi,259,17748,4023,13725,0.7733265720081136,0.22667342799188642
3,Kano,Ajingi,406,41271,15265,26006,0.6301276925686318,0.3698723074313683
3,Kano,Albasu,760,43495,11501,31994,0.735578802161168,0.26442119783883206
3,Kano,Bagwai,633,45911,13039,32872,0.7159939883688005,0.2840060116311995
3,Kano,Bebeji,870,49261,16314,32947,0.6688252370029029,0.3311747629970971
3,Kano,Bichi,871,67793,18704,49089,0.724101308394672,0.275898691605328
3,Kano,Bunkure,622,37446,9875,27571,0.7362869198312236,0.26371308016877637
3,Kano,Dala,1203,39358,7474,31884,0.8101021393363483,0.1898978606636516
3,Kano,Dambatta,744,51181,14586,36595,0.71501143002286,0.28498856997713995
3,Kano,Dawakin Kudu,854,62046,17064,44982,0.7249782419495213,0.2750217580504787
3,Kano,Dawakin Tofa,1062,54684,13350,41334,0.7558700899714724,0.24412991002852755
3,Kano,Doguwa,828,52337,14604,37733,0.720962225576552,0.279037774423448
3,Kano,Fagge,928,48454,8714,39740,0.8201593263714038,0.17984067362859618
3,Kano,Gabasawa,870,43901,12866,31035,0.7069315049771075,0.2930684950228924
3,Kano,Garko,611,37590,10895,26695,0.7101622772013834,0.28983772279861664
3,Kano,Garum Mallam,524,29702,6783,22919,0.7716315399636388,0.2283684600363612
3,Kano,Gaya,875,38112,12450,25662,0.673331234256927,0.3266687657430731
3,Kano,Gezawa,793,58005,15722,42283,0.728954400482717,0.271045599517283
3,Kano,Gwale,1198,70170,20091,50079,0.7136810602821718,0.2863189397178281
3,Kano,Gwarzo,725,51625,15424,36201,0.701230024213075,0.29876997578692494
3,Kano,Kabo,456,34194,7245,26949,0.788120722933848,0.21187927706615195
3,Kano,Kano Municipal,901,22240,3446,18794,0.8450539568345323,0.15494604316546762
3,Kano,Karaye,536,47854,17187,30667,0.6408450704225352,0.3591549295774648
3,Kano,Kibiya,593,37994,11330,26664,0.7017950202663579,0.29820497973364213
3,Kano,Kiru,741,65039,20517,44522,0.6845431202816772,0.31545687971832287
3,Kano,Kumbotso,2379,65409,18600,46809,0.7156354630096776,0.28436453699032244
3,Kano,Kunchi,161,26914,7931,18983,0.7053206509623244,0.29467934903767556
3,Kano,Kura,438,33025,11914,21111,0.6392429977289932,0.3607570022710068
3,Kano,Madobi,937,57164,14381,42783,0.7484255825344622,0.25157441746553777
3,Kano,Makoda,191,28177,7895,20282,0.7198069347340029,0.2801930652659971
3,Kano,Minjibir,915,60297,18801,41496,0.6881934424598238,0.3118065575401761
3,Kano,Nassarawa,1654,70341,17670,52671,0.7487951550304943,0.2512048449695057
3,Kano,Rano,504,33938,12139,21799,0.64231834521775,0.35768165478225
3,Kano,Rimin Gado,170,20634,5026,15608,0.7564214403411844,0.24357855965881556
3,Kano,Rogo,1036,44167,12984,31183,0.7060248601897344,0.2939751398102656
3,Kano,Shanono,453,35073,7022,28051,0.7997890114903202,0.2002109885096798
3,Kano,Sumaila,931,44190,15001,29189,0.6605340574790677,0.3394659425209323
3,Kano,Takai,679,36240,10771,25469,0.7027869757174393,0.2972130242825607
3,Kano,Tarauni,1030,38389,6305,32084,0.8357602438198443,0.16423975618015577
3,Kano,Tofa,440,26869,8834,18035,0.6712196211247162,0.3287803788752838
3,Kano,Tsanyawa,376,36552,9569,26983,0.7382085795578901,0.26179142044210985
3,Kano,Tudun Wada,644,55622,16721,38901,0.6993815396785444,0.30061846032145556
3,Kano,Ungogo,2515,106115,31181,74934,0.706158413042454,0.2938415869575461
3,Kano,Warawa,611,36143,11304,24839,0.6872423429156407,0.3127576570843594
3,Kano,Wudil,536,45593,19496,26097,0.5723904985414427,0.42760950145855725
3,Katsina,Bakori,978,76063,21091,54972,0.7227166953709425,0.2772833046290575
3,Katsina,Batagarawa,376,50012,19792,30220,0.6042549788050868,0.3957450211949132
3,Katsina,Batsari,643,51740,19226,32514,0.6284112872052571,0.3715887127947429
3,Katsina,Baure,536,59990,20644,39346,0.6558759793298883,0.34412402067011166
3,Katsina,Bindawa,480,48296,17006,31290,0.6478797415935067,0.3521202584064933
3,Katsina,Charanchi,301,46938,18682,28256,0.6019855980229238,0.39801440197707616
3,Katsina,Dan Musa,475,45182,15838,29344,0.6494621752025143,0.35053782479748574
3,Katsina,Dandume,599,69858,20729,49129,0.7032694895359157,0.2967305104640843
3,Katsina,Danja,718,66207,28428,37779,0.5706194209071548,0.42938057909284516
3,Katsina,Daura,373,32797,10320,22477,0.6853370735128212,0.3146629264871787
3,Katsina,Dutsi,456,34700,11524,23176,0.6678962536023054,0.3321037463976945
3,Katsina,Dutsin Ma,904,66644,21314,45330,0.6801812616289539,0.31981873837104613
3,Katsina,Faskari,509,35487,8977,26510,0.7470341251725984,0.25296587482740157
3,Katsina,Funtua,849,129995,51416,78579,0.6044770952728951,0.3955229047271049
3,Katsina,Ingawa,490,49198,15573,33625,0.683462742387902,0.31653725761209806
3,Katsina,Jibia,681,47995,16458,31537,0.6570892801333472,0.3429107198666528
3,Katsina,Kafur,613,71246,21862,49384,0.6931476854840973,0.30685231451590267
3,Katsina,Kaita,338,53907,13827,40080,0.7435026990928821,0.2564973009071178
3,Katsina,Kankara,752,44621,14763,29858,0.6691468142802717,0.3308531857197284
3,Katsina,Kankia,603,55356,18714,36642,0.6619336657272924,0.33806633427270755
3,Katsina,Katsina,1515,88119,27946,60173,0.6828606770390041,0.31713932296099595
3,Katsina,Kurfi,400,35670,11540,24130,0.6764788337538548,0.32352116624614524
3,Katsina,Kusada,452,35616,13077,22539,0.6328335579514824,0.3671664420485175
3,Katsina,Mai'adua,513,35182,9509,25673,0.7297197430504235,0.27028025694957647
3,Katsina,Malumfashi,734,72494,20146,52348,0.7221011394046404,0.2778988605953596
3,Katsina,Mani,814,56021,20094,35927,0.6413130790239374,0.35868692097606253
3,Katsina,Mashi,703,53020,19094,33926,0.6398717465107506,0.3601282534892493
3,Katsina,Matazu,663,33660,12452,21208,0.6300653594771242,0.36993464052287583
3,Katsina,Musawa,440,43902,15296,28606,0.6515876269873809,0.348412373012619
3,Katsina,Rimi,466,50143,16152,33991,0.677881259597551,0.322118740402449
3,Katsina,Sabuwa,352,41943,16417,25526,0.6085878454092459,0.3914121545907541
3,Katsina,Safana,346,58722,18313,40409,0.688140730901536,0.31185926909846395
3,Katsina,Sandamu,384,33600,9969,23631,0.7033035714285715,0.2966964285714286
3,Katsina,Zango,414,35271,12233,23038,0.6531711604434238,0.34682883955657623
3,Kebbi,Aleiro,139,19958,6219,13739,0.688395630824732,0.31160436917526807
3,Kebbi,Arewa Dandi,896,30737,12598,18139,0.5901356671112991,0.4098643328887009
3,Kebbi,Argungu,757,19626,6934,12692,0.6466931621318659,0.3533068378681341
3,Kebbi,Augie,461,21740,6524,15216,0.6999080036798528,0.3000919963201472
3,Kebbi,Bagudo,1041,42807,14509,28298,0.6610601069918471,0.33893989300815286
3,Kebbi,Bagudu,3,21,9,12,0.5714285714285714,0.42857142857142855
3,Kebbi,Birnin Kebbi,743,51390,18322,33068,0.6434714925082701,0.35652850749172993
3,Kebbi,Bunza,711,26175,9531,16644,0.6358739255014326,0.3641260744985673
3,Kebbi,Dandi,428,32335,9903,22432,0.6937374362146281,0.30626256378537187
3,Kebbi,Fakai,825,27516,7102,20414,0.7418956243640064,0.2581043756359936
3,Kebbi,Gwandu,566,39622,12819,26803,0.6764676189995457,0.3235323810004543
3,Kebbi,Jega,681,28271,10955,17316,0.6125004421491989,0.3874995578508012
3,Kebbi,Kalgo,485,20293,7514,12779,0.629724535554132,0.370275464445868
3,Kebbi,Koko-Besse,756,50019,18683,31336,0.6264819368639917,0.3735180631360083
3,Kebbi,Maiyama,458,44627,17812,26815,0.6008694288211173,0.39913057117888273
3,Kebbi,Ngaski,574,30978,9614,21364,0.6896507198657111,0.31034928013428886
3,Kebbi,Sakaba,613,32025,5528,26497,0.8273848555815769,0.1726151444184231
3,Kebbi,Shanga,406,41213,14492,26721,0.6483633804867396,0.35163661951326036
3,Kebbi,Suru,649,30260,11207,19053,0.6296430931923331,0.37035690680766686
3,Kebbi,Wasagu-Danko,1249,57675,21246,36429,0.6316254876462939,0.3683745123537061
3,Kebbi,Yauri,499,26482,7767,18715,0.706706442111623,0.293293557888377
3,Kebbi,Zuru,650,12510,5143,7367,0.5888888888888889,0.4111111111111111
3,Sokoto,Binji,291,15558,6594,8964,0.5761666023910529,0.42383339760894717
3,Sokoto,Bodinga,585,35609,14053,21556,0.6053525794040833,0.3946474205959168
3,Sokoto,Dange Shuni,568,36038,14148,21890,0.6074143959154226,0.3925856040845774
3,Sokoto,Gada,862,56218,19296,36922,0.6567647372727596,0.34323526272724036
3,Sokoto,Goronyo,517,60627,16361,44266,0.730136737757105,0.2698632622428951
3,Sokoto,Gudu,355,11947,4180,7767,0.6501213693814347,0.34987863061856533
3,Sokoto,Gwadabawa,536,33493,11798,21695,0.6477472904786075,0.35225270952139254
3,Sokoto,Illela,426,28375,9447,18928,0.6670660792951542,0.33293392070484584
3,Sokoto,Isa,427,37156,10041,27115,0.7297610076434492,0.27023899235655074
3,Sokoto,Kebbe,344,18763,6627,12136,0.6468048819485157,0.3531951180514843
3,Sokoto,Kware,621,59832,24119,35713,0.5968879529348844,0.40311204706511566
3,Sokoto,Rabah,326,31591,10688,20903,0.6616757937387231,0.33832420626127696
3,Sokoto,Sabon Birni,558,43901,12625,31276,0.7124211293592401,0.2875788706407599
3,Sokoto,Shagari,370,34260,9551,24709,0.7212200817279626,0.27877991827203735
3,Sokoto,Silame,373,19515,7397,12118,0.6209582372533948,0.37904176274660517
3,Sokoto,Sokoto North,328,32810,12198,20612,0.6282231027125876,0.37177689728741237
3,Sokoto,Sokoto South,434,29216,9685,19531,0.6685035596933188,0.3314964403066813
3,Sokoto,Tambuwal,578,41782,16976,24806,0.5937006366377866,0.4062993633622134
3,Sokoto,Tangaza,476,6916,2543,4373,0.6323019086176981,0.3676980913823019
3,Sokoto,Tureta,251,25926,8296,17630,0.6800123428218776,0.31998765717812233
3,Sokoto,Wamakko,631,48632,18671,29961,0.6160758348412568,0.3839241651587432
3,Sokoto,Wurno,399,30662,11683,18979,0.618974626573609,0.381025373426391
3,Sokoto,Yabo,406,26731,11135,15596,0.5834424451011934,0.41655755489880664
3,Zamfara,Anka,330,37457,12211,25246,0.6739995194489682,0.32600048055103187
3,Zamfara,Bakura,437,43388,17578,25810,0.59486493961464,0.40513506038536
3,Zamfara,Birnin_magaji-Kiyaw,673,70761,22255,48506,0.6854905951018216,0.31450940489817836
3,Zamfara,Bukkuyum,612,49602,19403,30199,0.6088262570057659,0.39117374299423413
3,Zamfara,Bungudu,549,57777,22783,34994,0.6056735379130104,0.3943264620869896
3,Zamfara,Gummi,569,62442,19548,42894,0.686941481695013,0.31305851830498704
3,Zamfara,Gusau,930,106956,42112,64844,0.6062679980552751,0.3937320019447249
3,Zamfara,Kaura Namoda,598,80447,32967,47480,0.5902022449563067,0.40979775504369337
3,Zamfara,Maradun,388,41876,13232,28644,0.6840194861018244,0.31598051389817555
3,Zamfara,Maru,912,51588,19339,32249,0.6251259982941769,0.3748740017058231
3,Zamfara,Shinkafi,284,54110,19281,34829,0.6436703012382184,0.35632969876178155
3,Zamfara,Talata Mafara,702,63854,17684,46170,0.7230557208632192,0.27694427913678077
3,Zamfara,Tsafe,558,70504,20701,49803,0.7063854533076137,0.29361454669238624
3,Zamfara,Zurmi,851,61733,15211,46522,0.7536001814264656,0.2463998185735344
4,Jigawa,Auyo,283,29019,6533,22486,0.77487163582480445,0.22512836417519555
4,Jigawa,Babura,590,68811,17614,51197,0.7440234846172851,0.255976515382715
4,Jigawa,Birnin Kudu,741,84417,21884,62533,0.7407631164338937,0.25923688356610636
4,Jigawa,Birniwa,810,39308,12921,26387,0.6712882873715275,0.3287117126284726
4,Jigawa,Buji,341,29635,10246,19389,0.6542601653450312,0.34573983465496877
4,Jigawa,Dutse,709,66651,19020,47631,0.7146329387406041,0.285367061259396
4,Jigawa,Gagarawa,299,33992,7755,26237,0.7718580842551188,0.22814191574488116
4,Jigawa,Garki,447,45753,5503,40250,0.8797237339628002,0.12027626603719975
4,Jigawa,Gumel,258,26081,6481,19600,0.7515049269583222,0.24849507304167784
4,Jigawa,Guri,484,25926,7389,18537,0.7149965285813469,0.28500347141865306
4,Jigawa,Gwaram,658,96879,33484,63395,0.6543729807285377,0.34562701927146233
4,Jigawa,Gwiwa,383,29849,4764,25085,0.8403966632047974,0.15960333679520253
4,Jigawa,Hadejia,127,35609,12726,22883,0.6426184391586397,0.35738156084136036
4,Jigawa,Jahun,852,53868,13816,40052,0.7435211999702978,0.25647880002970225
4,Jigawa,Kafin Hausa,898,50409,13089,37320,0.7403439861929417,0.2596560138070583
4,Jigawa,Kaugama,375,38848,10914,27934,0.7190588962108732,0.28094110378912684
4,Jigawa,Kazaure,324,50145,13965,36180,0.7215076278791505,0.27849237212084954
4,Jigawa,Kiri Kasama,513,41652,12211,29441,0.7068328051474119,0.29316719485258813
4,Jigawa,Kiyawa,744,47390,12711,34679,0.7317788562987972,0.26822114370120276
4,Jigawa,Maigatari,356,34408,7792,26616,0.7735410369681469,0.22645896303185306
4,Jigawa,Malam Madori,508,35915,11654,24261,0.6755116246693582,0.3244883753306418
4,Jigawa,Miga,396,35585,10203,25382,0.7132780666010959,0.286721933398904
4,Jigawa,Ringim,472,61143,18368,42775,0.6995894869404511,0.3004105130595489
4,Jigawa,Roni,295,64903,11768,53135,0.8186832657966504,0.18131673420334962
4,Jigawa,Sule Tankarkar,699,47801,12812,34989,0.7319721344741742,0.2680278655258258
4,Jigawa,Taura,296,45522,10993,34529,0.7585123676464127,0.24148763235358728
4,Jigawa,Yankwashi,259,17748,3708,14040,0.7910750507099391,0.20892494929006086
4,Kano,Ajingi,406,41271,13797,27474,0.6656974631096896,0.33430253689031036
4,Kano,Albasu,760,43495,10383,33112,0.7612829060811588,0.23871709391884124
4,Kano,Bagwai,633,45911,12018,33893,0.7382326675524384,0.26176733244756156
4,Kano,Bebeji,870,49261,14707,34554,0.7014473924605672,0.2985526075394328
4,Kano,Bichi,871,67793,17057,50736,0.7483958520791232,0.25160414792087676
4,Kano,Bunkure,622,37446,8923,28523,0.7617101960155958,0.23828980398440422
4,Kano,Dala,1203,39358,6669,32689,0.8305554144011382,0.16944458559886172
4,Kano,Dambatta,744,51181,13343,37838,0.7392977862878802,0.2607022137121197
4,Kano,Dawakin Kudu,854,62046,15604,46442,0.7485091706153499,0.2514908293846501
4,Kano,Dawakin Tofa,1062,54684,12188,42496,0.7771194499305099,0.22288055006949017
4,Kano,Doguwa,828,52337,13286,39051,0.7461451745419111,0.2538548254580889
4,Kano,Fagge,928,48454,7823,40631,0.8385479011020762,0.1614520988979238
4,Kano,Gabasawa,870,43901,11931,31970,0.7282294252978292,0.2717705747021708
4,Kano,Garko,611,37590,9812,27778,0.7389731311519021,0.2610268688480979
4,Kano,Garum Mallam,524,29702,6441,23261,0.7831459160999259,0.21685408390007407
4,Kano,Gaya,875,38112,11126,26986,0.7080709487825357,0.2919290512174643
4,Kano,Gezawa,793,58005,14086,43919,0.7571588656150332,0.24284113438496682
4,Kano,Gwale,1198,70170,18200,51970,0.7406298988171583,0.25937010118284165
4,Kano,Gwarzo,725,51625,14428,37197,0.7205230024213075,0.2794769975786925
4,Kano,Kabo,456,34194,6775,27419,0.8018658244136398,0.19813417558636018
4,Kano,Kano Municipal,901,22240,3192,19048,0.8564748201438849,0.1435251798561151
4,Kano,Karaye,536,47854,15699,32155,0.6719396497680444,0.3280603502319555
4,Kano,Kibiya,593,37994,10385,27609,0.7266673685318734,0.27333263146812653
4,Kano,Kiru,741,65039,18762,46277,0.7115269299958487,0.28847307000415134
4,Kano,Kumbotso,2379,65409,17258,48151,0.736152517237689,0.263847482762311
4,Kano,Kunchi,161,26914,7297,19617,0.7288771643011073,0.2711228356988928
4,Kano,Kura,438,33025,11021,22004,0.6662831188493565,0.33371688115064346
4,Kano,Madobi,937,57164,13014,44150,0.7723392344832412,0.2276607655167588
4,Kano,Makoda,191,28177,7254,20923,0.7425559853781453,0.2574440146218547
4,Kano,Minjibir,915,60297,17286,43011,0.7133190706005273,0.2866809293994726
4,Kano,Nassarawa,1654,70341,16265,54076,0.7687692810736271,0.23123071892637295
4,Kano,Rano,504,33938,11287,22651,0.6674229477282103,0.33257705227178974
4,Kano,Rimin Gado,170,20634,4508,16126,0.781525637297664,0.21847436270233594
4,Kano,Rogo,1036,44167,11822,32345,0.7323340955917313,0.2676659044082686
4,Kano,Shanono,453,35073,6332,28741,0.8194622644199242,0.18053773558007585
4,Kano,Sumaila,931,44190,13473,30717,0.695112016293279,0.304887983706721
4,Kano,Takai,679,36240,9810,26430,0.7293046357615894,0.2706953642384106
4,Kano,Tarauni,1030,38389,5825,32564,0.8482638255750345,0.15173617442496548
4,Kano,Tofa,440,26869,7909,18960,0.7056459116453906,0.2943540883546094
4,Kano,Tsanyawa,376,36552,8677,27875,0.7626121689647626,0.23738783103523747
4,Kano,Tudun Wada,644,55622,15432,40190,0.7225558232354105,0.27744417676458955
4,Kano,Ungogo,2515,106115,28082,78033,0.7353625783348254,0.26463742166517457
4,Kano,Warawa,611,36143,10512,25631,0.7091552997814238,0.2908447002185762
4,Kano,Wudil,536,45593,17799,27794,0.6096111245147281,0.39038887548527185
4,Katsina,Bakori,978,76063,19430,56633,0.7445538566714434,0.2554461433285566
4,Katsina,Batagarawa,376,50012,18106,31906,0.6379668879468927,0.36203311205310723
4,Katsina,Batsari,643,51740,17538,34202,0.6610359489756474,0.3389640510243525
4,Katsina,Baure,536,59990,18534,41456,0.6910485080846808,0.30895149191531923
4,Katsina,Bindawa,480,48296,15618,32678,0.6766191817127712,0.32338081828722876
4,Katsina,Charanchi,301,46938,16791,30147,0.642272785376454,0.35772721462354595
4,Katsina,Dan Musa,475,45182,14784,30398,0.6727900491346112,0.3272099508653889
4,Katsina,Dandume,599,69858,18630,51228,0.7333161556299923,0.26668384437000775
4,Katsina,Danja,718,66207,25897,40310,0.6088480070083224,0.39115199299167763
4,Katsina,Daura,373,32797,9369,23428,0.7143336280757386,0.28566637192426136
4,Katsina,Dutsi,456,34700,10396,24304,0.7004034582132564,0.2995965417867435
4,Katsina,Dutsin Ma,904,66644,19441,47203,0.7082858171778404,0.29171418282215955
4,Katsina,Faskari,509,35487,8202,27285,0.7688731084622538,0.2311268915377462
4,Katsina,Funtua,849,129995,46699,83296,0.6407631062733182,0.35923689372668177
4,Katsina,Ingawa,490,49198,14361,34837,0.7080978901581365,0.2919021098418635
4,Katsina,Jibia,681,47995,14852,33143,0.6905510990728201,0.3094489009271799
4,Katsina,Kafur,613,71246,19607,51639,0.7247985851837296,0.27520141481627036
4,Katsina,Kaita,338,53907,12340,41567,0.7710872428441575,0.22891275715584247
4,Katsina,Kankara,752,44621,13326,31295,0.7013513816364492,0.2986486183635508
4,Katsina,Kankia,603,55356,16959,38397,0.6936375460654671,0.3063624539345328
4,Katsina,Katsina,1515,88119,25674,62445,0.7086439927824874,0.2913560072175127
4,Katsina,Kurfi,400,35670,10664,25006,0.7010372862349313,0.29896271376506867
4,Katsina,Kusada,452,35616,11756,23860,0.6699236298292902,0.3300763701707098
4,Katsina,Mai'adua,513,35182,8789,26393,0.7501847535671651,0.24981524643283498
4,Katsina,Malumfashi,734,72494,18226,54268,0.7485860898833007,0.25141391011669934
4,Katsina,Mani,814,56021,18425,37596,0.6711054783027793,0.32889452169722067
4,Katsina,Mashi,703,53020,16997,36023,0.679422859298378,0.320577140701622
4,Katsina,Matazu,663,33660,11276,22384,0.6650029708853238,0.33499702911467616
4,Katsina,Musawa,440,43902,13651,30251,0.6890574461300168,0.31094255386998315
4,Katsina,Rimi,466,50143,14815,35328,0.7045450012962926,0.2954549987037074
4,Katsina,Sabuwa,352,41943,14974,26969,0.642991679183654,0.357008320816346
4,Katsina,Safana,346,58722,16681,42041,0.7159326998399237,0.2840673001600763
4,Katsina,Sandamu,384,33600,9105,24495,0.7290178571428572,0.27098214285714284
4,Katsina,Zango,414,35271,11317,23954,0.6791415043520173,0.32085849564798274
4,Kebbi,Aleiro,139,19958,5622,14336,0.7183084477402545,0.28169155225974546
4,Kebbi,Arewa Dandi,896,30737,11472,19265,0.626769040569997,0.37323095943000295
4,Kebbi,Argungu,757,19626,6197,13429,0.684245388769999,0.31575461123000104
4,Kebbi,Augie,461,21740,5972,15768,0.7252989880404784,0.2747010119595216
4,Kebbi,Bagudo,1041,42807,13183,29624,0.692036349195225,0.30796365080477495
4,Kebbi,Bagudu,3,21,6,15,0.7142857142857143,0.2857142857142857
4,Kebbi,Birnin Kebbi,743,51390,16626,34764,0.6764740221833041,0.32352597781669584
4,Kebbi,Bunza,711,26175,8649,17526,0.6695702005730659,0.3304297994269341
4,Kebbi,Dandi,428,32335,9054,23281,0.7199938147518169,0.2800061852481831
4,Kebbi,Fakai,825,27516,6448,21068,0.7656636138973688,0.2343363861026312
4,Kebbi,Gwandu,566,39622,11664,27958,0.705618090959568,0.2943819090404321
4,Kebbi,Jega,681,28271,10196,18075,0.6393477415018924,0.3606522584981076
4,Kebbi,Kalgo,485,20293,6679,13614,0.6708717291676933,0.3291282708323067
4,Kebbi,Koko-Besse,756,50019,17079,32940,0.658549751094584,0.3414502489054159
4,Kebbi,Maiyama,458,44627,15882,28745,0.6441167902839089,0.35588320971609116
4,Kebbi,Ngaski,574,30978,8977,22001,0.7102137000451934,0.28978629995480665
4,Kebbi,Sakaba,613,32025,4798,27227,0.8501795472287276,0.14982045277127246
4,Kebbi,Shanga,406,41213,13431,27782,0.6741076844684929,0.32589231553150705
4,Kebbi,Suru,649,30260,10115,20145,0.6657303370786517,0.3342696629213483
4,Kebbi,Wasagu-Danko,1249,57675,19352,38323,0.6644646727351539,0.33553532726484614
4,Kebbi,Yauri,499,26482,7038,19444,0.7342345744279133,0.2657654255720867
4,Kebbi,Zuru,650,12510,4598,7912,0.6324540367705835,0.36754596322941646
4,Sokoto,Binji,291,15558,5831,9727,0.6252088957449544,0.37479110425504564
4,Sokoto,Bodinga,585,35609,12974,22635,0.6356539077199584,0.36434609228004156
4,Sokoto,Dange Shuni,568,36038,12814,23224,0.6444308785171208,0.35556912148287917
4,Sokoto,Gada,862,56218,17345,38873,0.6914689245437404,0.3085310754562596
4,Sokoto,Goronyo,517,60627,15061,45566,0.7515793293417125,0.24842067065828757
4,Sokoto,Gudu,355,11947,3809,8138,0.6811751904243744,0.3188248095756257
4,Sokoto,Gwadabawa,536,33493,10866,22627,0.6755740005374258,0.3244259994625743
4,Sokoto,Illela,426,28375,8702,19673,0.6933215859030837,0.3066784140969163
4,Sokoto,Isa,427,37156,8899,28257,0.7604962859295942,0.23950371407040585
4,Sokoto,Kebbe,344,18763,6126,12637,0.6735063689175504,0.3264936310824495
4,Sokoto,Kware,621,59832,21985,37847,0.6325544858938361,0.36744551410616394
4,Sokoto,Rabah,326,31591,9643,21948,0.6947548352378842,0.3052451647621158
4,Sokoto,Sabon Birni,558,43901,11377,32524,0.7408487278194119,0.25915127218058814
4,Sokoto,Shagari,370,34260,8594,25666,0.7491535318155284,0.2508464681844717
4,Sokoto,Silame,373,19515,6657,12858,0.6588777863182168,0.34112221368178325
4,Sokoto,Sokoto North,328,32810,10971,21839,0.6656202377323986,0.33437976226760135
4,Sokoto,Sokoto South,434,29216,8842,20374,0.6973576122672508,0.30264238773274915
4,Sokoto,Tambuwal,578,41782,15483,26299,0.6294337274424393,0.3705662725575607
4,Sokoto,Tangaza,476,6916,2240,4676,0.6761133603238867,0.32388663967611336
4,Sokoto,Tureta,251,25926,7556,18370,0.7085551184139474,0.2914448815860526
4,Sokoto,Wamakko,631,48632,16808,31824,0.6543839447277513,0.3456160552722487
4,Sokoto,Wurno,399,30662,10569,20093,0.655306242254256,0.3446937577457439
4,Sokoto,Yabo,406,26731,10317,16414,0.6140436197673114,0.38595638023268863
4,Zamfara,Anka,330,37457,11211,26246,0.7006967989961823,0.2993032010038177
4,Zamfara,Bakura,437,43388,15891,27497,0.633746658062137,0.366253341937863
4,Zamfara,Birnin_magaji-Kiyaw,673,70761,20211,50550,0.7143765633611735,0.28562343663882644
4,Zamfara,Bukkuyum,612,49602,17484,32118,0.6475142131365671,0.3524857868634329
4,Zamfara,Bungudu,549,57777,20592,37185,0.6435952022431071,0.3564047977568929
4,Zamfara,Gummi,569,62442,17889,44553,0.7135101374075141,0.2864898625924858
4,Zamfara,Gusau,930,106956,38224,68732,0.6426193948913572,0.3573806051086428
4,Zamfara,Kaura Namoda,598,80447,30058,50389,0.626362698422564,0.3736373015774361
4,Zamfara,Maradun,388,41876,12280,29596,0.7067532715636642,0.29324672843633587
4,Zamfara,Maru,912,51588,17847,33741,0.6540474528960223,0.34595254710397766
4,Zamfara,Shinkafi,284,54110,17594,36516,0.6748475328035484,0.3251524671964517
4,Zamfara,Talata Mafara,702,63854,16259,47595,0.745372255457763,0.25462774454223697
4,Zamfara,Tsafe,558,70504,18727,51777,0.7343838647452626,0.2656161352547373
4,Zamfara,Zurmi,851,61733,14016,47717,0.7729577373527935,0.2270422626472065
5,Jigawa,Auyo,283,29019,5923,23096,0.7958923463937421,0.20410765360625796
5,Jigawa,Babura,590,68811,16217,52594,0.7643254712182646,0.23567452878173548
5,Jigawa,Birnin Kudu,741,84417,19729,64688,0.7662911498868711,0.23370885011312886
5,Jigawa,Birniwa,810,39308,11694,27614,0.7025033072148164,0.2974966927851837
5,Jigawa,Buji,341,29635,9282,20353,0.6867892694449131,0.3132107305550869
5,Jigawa,Dutse,709,66651,17643,49008,0.7352927938065446,0.26470720619345545
